Datetime,Room Brightness,Person Status,Dominant Emotion,Person Detected,Other Objects
2024-05-22 22:42:43,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:43,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:43,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:43,Ярко освещена,Стоит,surprise,Да,
2024-05-22 22:42:43,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:43,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:44,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:44,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:44,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:45,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:45,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:45,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:46,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:46,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:46,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:46,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:46,Ярко освещена,Стоит,Нет лица,Да,
2024-05-22 22:42:46,Ярко освещена,Стоит,Нет лица,Да,
