Datetime,Room Brightness,Person Status,Dominant Emotion,Person Detected,Other Objects
2024-05-23 00:58:37,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:37,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:37,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:37,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:37,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:38,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:38,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:38,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:39,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:39,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:39,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:40,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:40,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:40,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:40,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:40,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:41,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:41,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:42,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:42,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:42,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:42,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:42,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:43,Ярко освещена,Сидит,happy,Да,
2024-05-23 00:58:43,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:43,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:43,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:43,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:43,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:44,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:44,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:44,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:45,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:45,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:45,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:45,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:46,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:46,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:46,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:46,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:46,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:47,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:47,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:47,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:47,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:47,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:47,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:48,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:48,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:48,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:48,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:48,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:49,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:49,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:49,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:49,Ярко освещена,Стоит,,Да,cup
2024-05-23 00:58:50,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:50,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:50,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:51,Ярко освещена,Нет человека,,Нет,
2024-05-23 00:58:51,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:51,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:51,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:51,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:51,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:52,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:52,Ярко освещена,Нет человека,,Нет,
2024-05-23 00:58:52,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:52,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:52,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:52,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:53,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:53,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:53,Ярко освещена,Сидит,Нет лица,Да,
2024-05-23 00:58:53,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:53,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:53,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:54,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:54,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:54,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:54,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:55,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:55,Ярко освещена,Сидит,,Да,cup
2024-05-23 00:58:55,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:55,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:56,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:56,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:56,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:56,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:57,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:57,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:57,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:57,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:57,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:57,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:58,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:58,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:58,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:58,Ярко освещена,Стоит,Нет лица,Да,
2024-05-23 00:58:58,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:58,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:59,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:59,Ярко освещена,Стоит,,Да,
2024-05-23 00:58:59,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:59,Ярко освещена,Сидит,,Да,
2024-05-23 00:58:59,Ярко освещена,Стоит,,Да,
2024-05-23 00:59:00,Ярко освещена,Стоит,,Да,
2024-05-23 00:59:00,Ярко освещена,Сидит,,Да,
2024-05-23 00:59:00,Ярко освещена,Сидит,,Да,
2024-05-23 00:59:01,Ярко освещена,Сидит,,Да,
2024-05-23 00:59:01,Ярко освещена,Сидит,,Да,
2024-05-23 00:59:01,Ярко освещена,Стоит,,Да,
2024-05-23 00:59:01,Ярко освещена,Сидит,,Да,
