Datetime,Room Brightness,Person Status,Dominant Emotion,Person Detected,Other Objects
2024-05-23 00:57:14,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:14,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:14,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:14,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:14,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:14,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:15,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:16,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:17,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:17,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:17,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:17,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:17,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:17,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:17,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:17,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:18,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:19,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:19,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:19,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:19,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:19,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:19,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:20,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:21,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:21,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:21,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:21,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:21,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:21,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:22,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:23,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:23,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:23,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:23,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:23,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:23,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:24,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:25,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:25,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:25,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:25,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:25,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:25,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:26,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:27,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:27,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:27,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:27,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:27,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:27,Ярко освещена,Нет человека,Нет лица,Нет,cup
2024-05-23 00:57:28,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:28,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:28,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:28,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:28,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:28,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:28,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
2024-05-23 00:57:29,Ярко освещена,Нет человека,Нет лица,Нет,
